mse,average
0.135153,
0.137195,
0.135723,
0.136401,
0.137100,
0.137686,
0.138141,
0.138399,
0.138406,
0.138250,
0.137952,
0.137443,
0.136704,
0.135711,
0.134526,
0.133103,
0.131535,
0.129822,
0.127996,
0.126125,
0.124133,
0.121854,
0.119385,
0.116775,
0.114089,
0.111345,
0.108476,
0.105637,
0.102883,
0.100162,
0.097461,
0.094820,
0.092201,
0.089700,
0.087376,
0.085237,
0.083193,
0.081316,
0.079554,
0.077917,
0.076520,
0.075371,
0.074399,
0.073615,
0.073047,
0.072620,
0.072311,
0.072162,
0.072164,
0.072344,
0.072742,
0.073295,
0.073965,
0.074717,
0.075496,
0.076391,
0.077427,
0.078559,
0.079668,
0.080755,
0.081905,
0.082975,
0.083960,
0.084892,
0.085757,
0.086450,
0.087008,
0.087458,
0.087672,
0.087744,
0.087677,
0.087504,
0.087140,
0.086530,
0.085810,
0.084998,
0.084057,
0.083028,
0.081810,
0.080504,
0.079142,
0.077722,
0.076274,
0.074768,
0.073234,
0.071694,
0.070205,
0.068873,
0.067629,
0.066558,
0.065656,
0.065018,
0.064560,
0.064230,
0.064066,
0.064011,
0.064131,
0.064477,
0.065109,
0.065937,
0.066806,
0.067777,
0.069017,
0.070497,
0.072166,
0.073889,
0.075888,
0.078098,
0.080287,
0.082646,
0.085166,
0.087891,
0.090786,
0.093864,
0.097097,
0.100448,
0.103938,
0.107543,
0.111143,
0.114724,
0.118447,
0.122278,
0.126025,
0.129731,
0.133357,
0.136932,
0.140456,
0.143927,
0.147426,
0.150934,
0.154446,
0.157949,
0.161418,
0.164714,
0.167993,
0.171156,
0.174206,
0.177012,
0.179585,
0.181910,
0.183974,
0.185867,
0.187470,
0.188745,
0.189849,
0.190823,
0.191741,
0.192526,
0.193226,
0.193775,
0.194166,
0.194365,
0.194431,
0.194326,
0.194201,
0.194165,
0.194131,
0.194128,
0.194143,
0.194191,
0.194298,
0.194416,
0.194594,
0.194780,
0.195017,
0.195339,
0.195755,
0.196255,
0.196756,
0.197244,
0.197694,
0.198202,
0.198748,
0.199380,
0.199931,
0.200458,
0.201010,
0.201537,
0.202089,
0.202604,
0.203053,
0.203478,
0.203840,
0.204158,
0.204443,
0.204676,
0.204853,
0.204938,
0.204950,
0.204939,
0.204869,
0.204724,
0.204478,
0.204094,
0.203609,
0.203114,
0.202509,
0.201823,
0.201192,
0.200492,
0.199804,
0.199129,
0.198451,
0.197803,
0.197157,
0.196473,
0.195942,
0.195510,
0.195183,
0.194928,
0.194741,
0.194702,
0.194780,
0.194901,
0.195164,
0.195581,
0.196130,
0.196867,
0.197815,
0.198964,
0.200272,
0.201675,
0.203193,
0.204933,
0.206897,
0.209085,
0.211472,
0.214021,
0.216742,
0.219671,
0.222816,
0.226124,
0.229685,
0.233448,
0.237322,
0.241322,
0.245489,
0.249750,
0.254134,
0.258634,
0.263214,
0.267818,
0.272519,
0.277064,
0.281644,
0.286222,
0.290725,
0.295219,
0.299727,
0.304195,
0.308622,
0.313015,
0.317404,
0.321741,
0.326062,
0.330325,
0.334501,
0.338560,
0.342531,
0.346335,
0.350028,
0.353562,
0.357003,
0.360348,
0.363411,
0.366294,
0.369002,
0.371621,
0.374185,
0.376543,
0.378740,
0.380846,
0.382864,
0.384838,
0.386759,
0.388579,
0.390350,
0.392214,
0.394066,
0.395831,
0.397557,
0.399243,
0.400838,
0.402407,
0.403919,
0.405357,
0.406768,
0.408179,
0.409587,
0.410915,
0.412188,
0.413482,
0.414715,
0.415872,
0.416968,
0.417988,
0.418945,
0.419805,
0.420601,
0.421347,
0.422028,
0.422604,
0.423097,
0.423484,
0.423804,
0.424048,
0.424226,
0.424365,
0.424457,
0.424484,
0.424475,
0.424422,
0.424290,
0.424146,
0.423972,
0.423771,
0.423524,
0.423252,
0.422996,
0.422695,
0.422362,
0.422035,
0.421738,
0.421521,
0.421435,
0.421420,
0.421442,
0.421486,
0.421579,
0.421769,
0.422106,
0.422585,
0.423171,
0.423872,
0.424688,
0.425615,
0.426695,
0.427947,
0.429347,
0.430904,
0.432663,
0.434613,
0.436691,
0.438989,
0.441431,
0.444003,
0.446820,
0.449834,
0.452964,
0.456235,
0.459659,
0.463228,
0.466883,
0.470609,
0.474358,
0.478221,
0.482200,
0.486270,
0.490443,
0.494615,
0.498817,
0.503071,
0.507372,
0.511581,
0.515936,
0.520378,
0.524889,
0.529432,
0.533959,
0.538523,
0.543005,
0.547406,
0.551753,
0.556052,
0.560301,
0.564518,
0.568669,
0.572743,
0.576756,
0.580691,
0.584533,
0.588216,
0.591797,
0.595275,
0.598648,
0.601919,
0.605080,
0.608122,
0.611052,
0.613877,
0.616599,
0.619254,
0.621840,
0.624329,
0.626713,
0.628953,
0.631040,
0.633042,
0.634993,
0.636914,
0.638732,
0.640436,
0.642020,
0.643519,
0.644906,
0.646123,
0.647212,
0.648149,
0.648997,
0.649777,
0.650504,
0.651149,
0.651706,
0.652165,
0.652567,
0.652860,
0.653058,
0.653185,
0.653252,
0.653221,
0.653139,
0.653013,
0.652822,
0.652570,
0.652282,
0.651938,
0.651553,
0.651130,
0.650697,
0.650228,
0.649746,
0.649194,
0.648628,
0.648062,
0.647504,
0.646968,
0.646452,
0.645968,
0.645519,
0.645149,
0.644835,
0.644552,
0.644303,
0.644158,
0.644110,
0.644156,
0.644299,
0.644481,
0.644731,
0.645084,
0.645526,
0.646086,
0.646770,
0.645403,
0.643369,
0.641240,
0.635508,
0.637042,
0.640262,
0.635582,
0.637871,
0.631182,
0.626581,
0.637733,
0.641635,
0.632924,
0.636731,
0.640314,
0.633158,
0.619182,
0.617568,
0.624088,
0.612559,
0.613779,
0.628684,
0.638769,
0.651974,
0.655709,
0.655169,
0.666690,
0.676545,
0.681708,
0.684951,
0.688405,
0.694574,
0.706382,
0.710739,
0.720904,
0.741247,
0.750052,
0.755731,
0.764312,
0.770690,
0.787322,
0.784951,
0.804326,
0.806745,
0.814674,
0.812114,
0.830235,
0.847059,
0.866159,
0.884793,
0.898136,
0.927646,
0.940963,
0.945734,
0.960983,
0.982964,
0.997822,
1.016792,
1.045633,
1.063249,
1.081828,
1.108806,
1.137177,
1.159700,
1.183397,
1.215155,
1.240134,
1.266234,
1.292871,
1.323821,
1.361854,
1.384636,
1.405060,
1.442385,
1.471166,
1.488187,
1.521073,
1.542096,
1.558478,
1.584506,
1.611942,
1.640374,
1.665700,
1.691614,
1.723879,
1.739365,
1.772396,
1.799133,
1.814244,
1.837824,
1.851499,
1.877362,
1.916421,
1.940137,
1.961367,
1.982751,
2.012656,
2.046792,
2.077396,
2.104467,
2.139085,
2.175665,
2.212320,
2.263368,
2.253790,
2.325755,
2.300468,
2.320061,
2.364432,
2.359605,
2.411467,
2.400884,
2.414774,
2.482682,
2.499815,
2.469697,
2.507832,
2.480056,
2.483230,
2.519586,
2.523465,
2.499442,
2.557780,
2.556202,
2.617636,
2.692597,
2.827430,
2.754408,
2.871599,
2.893470,
2.934703,
3.012013,
2.913604,
2.911924,
2.973019,
2.851098,
2.826432,
2.732267,
3.018589,
3.151281,
3.068983,
3.115454,
3.032688,
2.749033,
2.622033,
2.743263,
2.726782,
2.621125,
2.844988,
3.042275,
2.976347,
2.857496,
2.660784,
2.607799,
2.591407,
2.553160,
2.549054,
2.596814,
2.744502,
2.916950,
2.627525,
2.662377,
2.592849,
2.675739,
2.454376,
2.442223,
2.397345,
2.321526,
2.376694,
2.374592,
2.343241,
2.374876,
2.242911,
2.207237,
2.184546,
2.191291,
2.142858,
2.107257,
2.085715,
2.035784,
2.015506,
1.960378,
1.989018,
1.975798,
1.889648,
1.859694,
1.851490,
1.848525,
1.776865,
1.714711,
1.638247,
1.576104,
1.575923,
1.514706,
1.494147,
1.507149,
1.502817,
1.463628,
1.395089,
1.400995,
1.373403,
1.345679,
1.313160,
1.304700,
1.277664,
1.252820,
1.230221,
1.212697,
1.198930,
1.179734,
1.157815,
1.138849,
1.119637,
1.112200,
1.092659,
1.080658,
1.075549,
1.071200,
1.054556,
1.041443,
1.040785,
1.037880,
1.042566,
1.041917,
1.037532,
1.040319,
1.044127,
1.049475,
1.059037,
1.069156,
1.076195,
1.088773,
1.102859,
1.116346,
1.132402,
1.149242,
1.162374,
1.181429,
1.196882,
1.211642,
1.226390,
1.245597,
1.259754,
1.276922,
1.296959,
1.314787,
1.329854,
1.351299,
1.363816,
1.379811,
1.396829,
1.413997,
1.429610,
1.443367,
1.461280,
1.479960,
1.489227,
1.503086,
1.518995,
1.527595,
1.539014,
1.547035,
1.557116,
1.572125,
1.583399,
1.588477,
1.594382,
1.601341,
1.610993,
1.619666,
1.620737,
1.629376,
1.633415,
1.638614,
1.641365,
1.636416,
1.638938,
1.634960,
1.628188,
1.621298,
1.614983,
1.607568,
1.597451,
1.586495,
1.580580,
1.570777,
1.553125,
1.541522,
1.529124,
1.521037,
1.515579,
1.511139,
1.505701,
1.497210,
1.490713,
1.485154,
1.482788,
1.468675,
1.464716,
1.453310,
1.443222,
1.434530,
1.431163,
1.420359,
1.415637,
1.414089,
1.398627,
1.391408,
1.388036,
1.373725,
1.356555,
1.339126,
1.323749,
1.310090,
1.290570,
1.273150,
1.254149,
1.237518,
1.222257,
1.206324,
1.197179,
1.177791,
1.159098,
1.140374,
1.122071,
1.102208,
1.082302,
1.060777,
1.039937,
1.019140,
0.998719,
0.976217,
0.956462,
0.933230,
0.911456,
0.888552,
0.863905,
0.841345,
0.821657,
0.800967,
0.781261,
0.762648,
0.746024,
0.726861,
0.706239,
0.688933,
0.670017,
0.651335,
0.636787,
0.621872,
0.603847,
0.589947,
0.576040,
0.563240,
0.549258,
0.536861,
0.521926,
0.510267,
0.501949,
0.491786,
0.482526,
0.474900,
0.470122,
0.467189,
0.465025,
0.462567,
0.462307,
0.465103,
0.463275,
0.468220,
0.467762,
0.473125,
0.477920,
0.483074,
0.488279,
0.495217,
0.503572,
0.512036,
0.521954,
0.531907,
0.540175,
0.549325,
0.559007,
0.568353,
0.579984,
0.589822,
0.601672,
0.613536,
0.624106,
0.635422,
0.643106,
0.650555,
0.659092,
0.666627,
0.678020,
0.684743,
0.693072,
0.703811,
0.708203,
0.715833,
0.721698,
0.727805,
0.734860,
0.741976,
0.743580,
0.750722,
0.753301,
0.755715,
0.756566,
0.756072,
0.756372,
0.759868,
0.758645,
0.761905,
0.763330,
0.765301,
0.760577,
0.760147,
0.756763,
0.755100,
0.755977,
0.745512,
0.742749,
0.741465,
0.730028,
0.725293,
0.720901,
0.718730,
0.713587,
0.710930,
0.705549,
0.704217,
0.694778,
0.695683,
0.692712,
0.694242,
0.685570,
0.679979,
0.684942,
0.678988,
0.673969,
0.675067,
0.662900,
0.661492,
0.655663,
0.654203,
0.652687,
0.645466,
0.637049,
0.635412,
0.633233,
0.627132,
0.618897,
0.613383,
0.600822,
0.591121,
0.585265,
0.584032,
0.575255,
0.566531,
0.560119,
0.550090,
0.543394,
0.534652,
