date,date7,date1,date2,date3,date4,date5,OT,OT,OT
2020-1-8 21:59,9.29958,7.62687,54.54152,4312.56303,0.05035,31.37742,7.901915011,2.943671253,-36.99999937
2020-1-8 22:59,9.34883,7.65725,54.54705,4308.1414,0.04759,31.28968,7.879587752,2.935353762,-36.99999937
2020-1-8 23:59,9.39807,7.68753,54.55224,4303.73287,0.04434,31.20213,7.857735916,2.927213378,-36.99999937
2020-1-9 0:59,9.4473,7.7177,54.55702,4299.3373,0.04059,31.11476,7.836415832,2.919271086,-36.99999937
2020-1-9 1:59,9.49653,7.74778,54.56136,4294.95448,0.03637,31.02756,7.815681975,2.911547179,-36.99999937
2020-1-9 2:59,9.54575,7.77775,54.56519,4290.5842,0.03167,30.94054,7.79558693,2.904061246,-36.99999937
2020-1-9 3:59,9.59497,7.80762,54.56846,4286.2262,0.02651,30.85368,7.776181354,2.896832158,-36.99999937
2020-1-9 4:59,9.64419,7.83738,54.57112,4281.88021,0.0209,30.76698,7.757513944,2.889878057,-36.99999937
2020-1-9 5:59,9.69339,7.86705,54.57313,4277.5459,0.01486,30.68042,7.739631417,2.883216345,-36.99999937
2020-1-9 6:59,9.74257,7.89666,54.57618,4273.21934,0.03967,30.68753,7.720663635,2.876150347,0
2020-1-9 7:59,9.7917,7.92624,54.58198,4268.89799,0.06398,30.69466,7.698774015,2.867995887,0
2020-1-9 8:59,9.84077,7.95581,54.59046,4264.58359,0.08773,30.70183,7.674064116,2.8587908,0
2020-1-9 9:59,9.88979,7.98536,54.60155,4260.27783,0.11085,30.70902,7.646644807,2.848576386,0
2020-1-9 10:59,9.93875,8.01489,54.61516,4255.98237,0.13329,30.71624,7.616634911,2.83739691,0
2020-1-9 11:59,9.98766,8.0444,54.63122,4251.69879,0.15501,30.72348,7.584160415,2.825299306,0
2020-1-9 12:59,10.03652,8.07389,54.64964,4247.42863,0.17595,30.73076,7.549353659,2.812332873,0
2020-1-9 13:59,10.08533,8.10336,54.67032,4243.17334,0.19606,30.73806,7.512352502,2.798548969,0
2020-1-9 14:59,10.13408,8.13281,54.69316,4238.93434,0.2153,30.7454,7.473299493,2.784000695,0
2020-1-9 15:59,10.18278,8.16225,54.71807,4234.71295,0.23364,30.75276,7.432341032,2.768742591,0
2020-1-9 16:59,10.23143,8.19166,54.74493,4230.51043,0.25102,30.76014,7.389626555,2.752830325,0
2020-1-9 17:59,10.28002,8.22106,54.77364,4226.32797,0.26742,30.76756,7.345307724,2.736320394,0
2020-1-9 18:59,10.32857,8.25044,54.80407,4222.16667,0.28281,30.77501,7.299537646,2.719269836,0
2020-1-9 19:59,10.37706,8.2798,54.83612,4218.02756,0.29715,30.78248,7.252470131,2.701735948,0
2020-1-9 20:59,10.4255,8.30914,54.86966,4213.91158,0.31042,30.78999,7.204258967,2.683776021,0
2020-1-9 21:59,10.47389,8.33847,54.90457,4209.81962,0.32259,30.79752,7.155057255,2.665447088,0
